has_https,first_name_len,last_name_len,company_len,email_len,website_len,subscription_month,subscription_day,country_group_Botswana,country_group_Congo,country_group_Cote d'Ivoire,country_group_Fiji,country_group_Gambia,country_group_Iceland,country_group_Isle of Man,country_group_Korea,country_group_Maldives,country_group_Mali,country_group_Mauritius,country_group_Montenegro,country_group_Norway,country_group_Other,country_group_Sierra Leone,country_group_Sri Lanka,country_group_Taiwan,country_group_United States Virgin Islands,country_group_Vanuatu,country_group_Vietnam,city_group_East Glen,city_group_East Jane,city_group_Eileenmouth,city_group_Gabrielleland,city_group_Gracemouth,city_group_Henrymouth,city_group_Hurleybury,city_group_Kimside,city_group_New Carol,city_group_New Christian,city_group_New Kayla,city_group_New Kerry,city_group_Other,city_group_Port Catherine,city_group_Port Jim,city_group_Port Marilyn,city_group_Rosemouth,city_group_South Edwin,city_group_South Steve,city_group_South Traci,email_domain_com,email_domain_info,email_domain_net,email_domain_org,website_domain_com,website_domain_info,website_domain_net,website_domain_org,is_recent_subscriber
-0.9798038988111044,0.8073620041901787,1.2396843286243435,-0.6886406389618258,1.0149937844316612,-0.017562129341173648,0.5738243912230581,1.1634286627559014,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
1.0206123911258176,1.5118049011365,0.5896138888632825,1.1130616388783845,-0.04132311719149774,0.21504885531012777,-0.5708482423757012,1.276559737810686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
1.0206123911258176,0.10291910724385732,1.2396843286243435,-0.83878249544851,1.226257164756293,0.6802708246127306,-0.857016400775391,0.7109043625367621,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1.0206123911258176,-0.601523789702464,-0.7105269906588397,-0.08807321301508905,-0.6751132581653931,1.3781037785666348,0.2876562328233683,-1.551717138558934,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
1.0206123911258176,1.5118049011365,1.8897547683854046,-0.6886406389618258,1.8600473057301885,-0.9480060679463793,-1.4293527175747707,0.1452489872628381,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
1.0206123911258176,0.10291910724385732,-2.010667870180962,-0.6886406389618258,-0.25258649751612955,0.21504885531012777,0.5738243912230581,-0.3072753129563011,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
-0.9798038988111044,0.10291910724385732,0.5896138888632825,1.1130616388783845,0.16994026313313404,-0.7153950832950778,-0.5708482423757012,-0.7597996131754403,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
-0.9798038988111044,-0.601523789702464,0.5896138888632825,-0.6886406389618258,-0.25258649751612955,-0.9480060679463793,-0.5708482423757012,-1.551717138558934,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
1.0206123911258176,-0.601523789702464,-0.7105269906588397,0.9629197823917003,1.0149937844316612,0.912881809264032,1.4323288664221276,1.1634286627559014,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0
-0.9798038988111044,0.8073620041901787,-0.06045655089777866,1.563487208338437,0.38120364345776586,-1.6458390219002834,0.0014880744236784773,1.5028218879202557,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
